rt,coherent_direction,coherence,age,gender,resp_confidence,rt_confidence,condition,direction,coherence_level,trial,phase,sub,coh,cor,cj
0.721214999910444,0,0.2,22,M,6,0.0782800000160933,speed,right,0.2,40,experimental,143,0.2,0,6
0.677205000072718,0,0.2,22,M,6,0.0458199998829514,speed,right,0.2,41,experimental,143,0.2,1,6
0.532410000218078,0,0.2,22,M,6,0.0971099999733269,speed,right,0.2,42,experimental,143,0.2,1,6
0.387690000003204,180,0.2,22,M,6,0.096964999800548,speed,left,0.2,43,experimental,143,0.2,1,6
0.270309999817982,180,0.2,22,M,6,1.39512999984436,speed,left,0.2,44,experimental,143,0.2,0,6
0.399334999965504,0,0.2,22,M,6,0.337539999978617,speed,right,0.2,45,experimental,143,0.2,0,6
0.378490000031888,180,0.2,22,M,6,0.294095000019297,speed,left,0.2,46,experimental,143,0.2,0,6
0.428214999847114,180,0.2,22,M,6,0.152054999954998,speed,left,0.2,47,experimental,143,0.2,1,6
0.368710000067949,0,0.2,22,M,6,0.157390000065789,speed,right,0.2,48,experimental,143,0.2,1,6
0.47065500007011,180,0.2,22,M,6,0.55235999985598,speed,left,0.2,49,experimental,143,0.2,0,6
0.718920000130311,0,0.2,22,M,6,0.114534999942407,speed,right,0.2,50,experimental,143,0.2,1,6
0.588304999982938,180,0.2,22,M,6,0.129435000009835,speed,left,0.2,51,experimental,143,0.2,1,6
0.42659500008449,0,0.2,22,M,6,0.175069999881089,speed,right,0.2,52,experimental,143,0.2,0,6
0.360395000083372,0,0.2,22,M,6,0.122310000006109,speed,right,0.2,53,experimental,143,0.2,1,6
0.498145000077784,180,0.2,22,M,6,0.102359999902546,speed,left,0.2,54,experimental,143,0.2,1,6
0.278980000177398,0,0.2,22,M,6,0.124335000058636,speed,right,0.2,55,experimental,143,0.2,1,6
0.479074999922886,180,0.2,22,M,6,0.0824049999937415,speed,left,0.2,56,experimental,143,0.2,1,6
0.778715000022203,180,0.2,22,M,6,0.0918999998830259,speed,left,0.2,57,experimental,143,0.2,1,6
0.552034999942407,180,0.2,22,M,6,0.0969249999616295,speed,left,0.2,58,experimental,143,0.2,0,6
0.357989999931306,0,0.2,22,M,6,0.111615000059828,speed,right,0.2,59,experimental,143,0.2,0,6
0.344410000136122,0,0.2,22,M,6,0.0392049998044968,speed,right,0.2,60,experimental,143,0.2,1,6
2.12872499995865,0,0.2,22,M,6,2.5940399998799,accuracy,right,0.2,1,experimental,143,0.2,1,6
2.21738000004552,0,0.2,22,M,6,0.462619999889284,accuracy,right,0.2,2,experimental,143,0.2,1,6
3.42308500013314,0,0.2,22,M,6,0.636244999943301,accuracy,right,0.2,3,experimental,143,0.2,1,6
2.62465999997221,180,0.2,22,M,6,0.980484999949113,accuracy,left,0.2,4,experimental,143,0.2,1,6
2.33646499994211,180,0.2,22,M,6,0.838359999936074,accuracy,left,0.2,5,experimental,143,0.2,1,6
1.87053499999456,0,0.2,22,M,5,0.544155000010505,accuracy,right,0.2,6,experimental,143,0.2,1,5
